Trait,Image Name,Size,Slant,Avg Distance Between Characters
Neuroticism,Image_74.jpeg,68500,[68.357518],12.1
Neuroticism,Image_75.jpeg,75600,[73.375686],12.3
Neuroticism,Image_76.jpeg,73600,[74.701050],10.5
Neuroticism,Image_77.jpeg,72600,[70.951340],11.2
Neuroticism,Image_78.jpeg,74800,[74.768829],11.0
Neuroticism,Image_79.jpeg,72100,[75.009727],11.4
Neuroticism,Image_80.jpeg,70200,[72.024468],11.9
Neuroticism,Image_81.jpeg,73200,[70.164238],12.4
Neuroticism,Image_82.jpeg,73400,[68.209595],10.7
Neuroticism,Image_83.jpeg,75400,[68.901276],11.8
Neuroticism,Image_84.jpeg,73500,[70.313423],12.4
Neuroticism,Image_85.jpeg,74100,[74.697113],10.8
Neuroticism,Image_86.jpeg,73200,[69.429932],11.8
Neuroticism,Image_87.jpeg,71500,[73.020821],12.4
Neuroticism,Image_88.jpeg,76800,[69.154953],10.2
Neuroticism,Image_89.jpeg,72800,[69.174736],11.2
Neuroticism,Image_90.jpeg,71000,[73.126282],12.5
Neuroticism,Image_91.jpeg,73000,[72.804024],11.6
Neuroticism,Image_92.jpeg,70100,[69.210236],12.0
Neuroticism,Image_93.jpeg,73100,[74.756226],10.4
Neuroticism,Image_94.jpeg,75100,[69.296921],12.4
Neuroticism,Image_95.jpeg,73100,[74.680084],11.4
Neuroticism,Image_96.jpeg,71600,[74.510574],12.0
Neuroticism,Image_97.jpeg,69500,[69.483581],10.9
Neuroticism,Image_98.jpeg,71900,[75.281769],11.2
Neuroticism,Image_99.jpeg,71000,[73.306526],11.8
Neuroticism,Image_100.jpeg,68500,[73.595383],12.1
