Trait,Image Name,Size,Slant,Avg Distance Between Characters
Neuroticism,Image_89.jpeg,143700,75.678901,20.456
Neuroticism,Image_90.jpeg,152800,77.890123,22.678
Neuroticism,Image_91.jpeg,133200,79.234567,19.678
Neuroticism,Image_92.jpeg,145800,72.123456,24.567
Neuroticism,Image_93.jpeg,132500,70.345678,20.567
Neuroticism,Image_94.jpeg,119800,82.123456,23.456
Neuroticism,Image_95.jpeg,140700,69.456789,18.345
Neuroticism,Image_96.jpeg,153800,74.567890,25.678
Neuroticism,Image_97.jpeg,128900,79.678901,22.345
Neuroticism,Image_98.jpeg,146000,72.345678,14.567
Neuroticism,Image_99.jpeg,136700,70.123456,16.789
Neuroticism,Image_100.jpeg,148900,64.567890,31.234

